seed,policy,confirmatory_role,round,material_id,formula,predicted_band_gap_ev,uncertainty_ev,oracle_band_gap_ev,absolute_error_ev,target_hit,signal_level,selection_reason,budget_used,budget_total
2002,static_topn,required_baseline,5,mp-1023935,MoTe2,1.658299,0.104607,1.07,0.588299,False,D0,highest target score from the frozen development-only model,5,8
2002,static_topn,required_baseline,6,mp-1023934,MoSe2,1.662539,0.07536,1.4311,0.231439,False,D0,highest target score from the frozen development-only model,6,8
2002,static_topn,required_baseline,7,mp-1023925,WS2,1.497299,0.044925,1.697,0.199701,True,D2,highest target score from the frozen development-only model,7,8
2002,static_topn,required_baseline,8,mp-1023933,WSe2,1.450472,0.080205,1.5234,0.072928,True,D2,highest target score from the frozen development-only model,8,8
2002,iterative_w035,primary_policy,1,mp-1023935,MoTe2,1.724251,0.33551,1.07,0.654251,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,1,8
2002,iterative_w035,primary_policy,2,mp-1027692,MoSe2,1.445004,0.9937,1.1384,0.306604,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,2,8
2002,iterative_w035,primary_policy,3,mp-1023934,MoSe2,1.38174,0.114479,1.4311,0.04936,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,3,8
2002,iterative_w035,primary_policy,4,mp-7581,MoSe2,0.926902,0.222774,1.3619999999999997,0.435098,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,4,8
2002,iterative_w035,primary_policy,5,mp-1821,WSe2,0.935675,0.298838,1.4468000000000005,0.511125,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,5,8
2002,iterative_w035,primary_policy,6,mp-9813,WS2,1.390298,0.213889,1.5593000000000004,0.169002,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,6,8
2002,iterative_w035,primary_policy,7,mp-224,WS2,1.303592,0.236828,1.5656999999999996,0.262108,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,7,8
2002,iterative_w035,primary_policy,8,mp-1023925,WS2,1.600231,0.080513,1.697,0.096769,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,8,8
2002,iterative_w015,diagnostic_ablation_only,1,mp-1023935,MoTe2,1.724251,0.33551,1.07,0.654251,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,1,8
2002,iterative_w015,diagnostic_ablation_only,2,mp-1027692,MoSe2,1.445004,0.9937,1.1384,0.306604,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,2,8
2002,iterative_w015,diagnostic_ablation_only,3,mp-1023937,WS2,1.40362,0.094513,1.8091,0.40548,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,3,8
2002,iterative_w015,diagnostic_ablation_only,4,mp-1023934,MoSe2,1.539736,0.196809,1.4311,0.108636,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,4,8
2002,iterative_w015,diagnostic_ablation_only,5,mp-1023925,WS2,1.49796,0.164255,1.697,0.19904,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,5,8
2002,iterative_w015,diagnostic_ablation_only,6,mp-1023936,WSe2,1.462356,0.167058,1.5378,0.075444,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,6,8
2002,iterative_w015,diagnostic_ablation_only,7,mp-1023933,WSe2,1.511033,0.150361,1.5234,0.012367,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,7,8
2002,iterative_w015,diagnostic_ablation_only,8,mp-1023940,MoSe2,1.535636,0.025986,1.4242,0.111436,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,8,8
2002,pure_uncertainty,diagnostic_ablation_only,1,mp-1023935,MoTe2,1.724251,0.33551,1.07,0.654251,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,1,8
2002,pure_uncertainty,diagnostic_ablation_only,2,mp-1028698,WSe2,1.139449,1.032399,1.1997000000000002,0.060251,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,2,8
2002,pure_uncertainty,diagnostic_ablation_only,3,mp-1821,WSe2,0.904399,0.250726,1.4468000000000005,0.542401,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,3,8
2002,pure_uncertainty,diagnostic_ablation_only,4,mp-7459,MoTe2,1.053108,0.283263,0.0,1.053108,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,4,8
2002,pure_uncertainty,diagnostic_ablation_only,5,mp-9813,WS2,1.188632,0.247999,1.5593000000000004,0.370668,True,D2,target score plus normalized uncertainty; w=1.0; retrained after feedback,5,8
2002,pure_uncertainty,diagnostic_ablation_only,6,mp-1023934,MoSe2,1.203968,0.719856,1.4311,0.227132,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,6,8
2002,pure_uncertainty,diagnostic_ablation_only,7,mp-602,MoTe2,1.260218,0.13484,0.9651000000000005,0.295118,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,7,8
2002,pure_uncertainty,diagnostic_ablation_only,8,mp-1030319,MoTe2,1.055261,0.119842,0.5861999999999998,0.469061,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,8,8
2003,random,required_baseline,1,mp-9813,WS2,1.261455,0.105687,1.5593000000000004,0.297845,True,D2,uniform random from the fixed validation pool,1,8
2003,random,required_baseline,2,mp-1018807,MoSe2,1.4535,0.137742,1.2543999999999995,0.1991,False,D0,uniform random from the fixed validation pool,2,8
2003,random,required_baseline,3,mp-1028698,WSe2,1.366912,0.198139,1.1997000000000002,0.167212,False,D0,uniform random from the fixed validation pool,3,8
2003,random,required_baseline,4,mp-1023937,WS2,1.628583,0.091819,1.8091,0.180517,True,D2,uniform random from the fixed validation pool,4,8
2003,random,required_baseline,5,mp-1023940,MoSe2,1.568557,0.05191,1.4242,0.144357,False,D0,uniform random from the fixed validation pool,5,8
2003,random,required_baseline,6,mp-1025576,MoTe2,1.451046,0.144252,0.6230000000000002,0.828046,False,D0,uniform random from the fixed validation pool,6,8
2003,random,required_baseline,7,mp-1025572,WSe2,1.248743,0.118956,1.2288999999999999,0.019843,False,D0,uniform random from the fixed validation pool,7,8
2003,random,required_baseline,8,mp-1023934,MoSe2,1.486065,0.535385,1.4311,0.054965,False,D0,uniform random from the fixed validation pool,8,8
2003,static_topn,required_baseline,1,mp-1023940,MoSe2,1.536321,0.109448,1.4242,0.112121,False,D0,highest target score from the frozen development-only model,1,8
2003,static_topn,required_baseline,2,mp-1023938,MoTe2,1.54734,0.149205,1.0496999999999999,0.49764,False,D0,highest target score from the frozen development-only model,2,8
2003,static_topn,required_baseline,3,mp-1023937,WS2,1.682177,0.254683,1.8091,0.126923,True,D2,highest target score from the frozen development-only model,3,8
2003,static_topn,required_baseline,4,mp-1023936,WSe2,1.64423,0.24643,1.5378,0.10643,True,D2,highest target score from the frozen development-only model,4,8
2003,static_topn,required_baseline,5,mp-1023935,MoTe2,1.724251,0.33551,1.07,0.654251,False,D0,highest target score from the frozen development-only model,5,8
2003,static_topn,required_baseline,6,mp-1023934,MoSe2,1.724818,0.303855,1.4311,0.293718,False,D0,highest target score from the frozen development-only model,6,8
2003,static_topn,required_baseline,7,mp-1023925,WS2,1.524519,0.092394,1.697,0.172481,True,D2,highest target score from the frozen development-only model,7,8
2003,static_topn,required_baseline,8,mp-1023933,WSe2,1.477332,0.087943,1.5234,0.046068,True,D2,highest target score from the frozen development-only model,8,8
2003,iterative_w035,primary_policy,1,mp-1023935,MoTe2,1.756934,0.279346,1.07,0.686934,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,1,8
2003,iterative_w035,primary_policy,2,mp-1023934,MoSe2,1.38226,0.129979,1.4311,0.04884,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,2,8
2003,iterative_w035,primary_policy,3,mp-1023937,WS2,1.410482,0.093514,1.8091,0.398618,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,3,8
2003,iterative_w035,primary_policy,4,mp-1023925,WS2,1.50888,0.195267,1.697,0.18812,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,4,8
2003,iterative_w035,primary_policy,5,mp-1821,WSe2,1.097917,0.59634,1.4468000000000005,0.348883,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,5,8
2003,iterative_w035,primary_policy,6,mp-1023936,WSe2,1.496223,0.110402,1.5378,0.041577,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,6,8
2003,iterative_w035,primary_policy,7,mp-7459,MoTe2,0.908967,0.261907,0.0,0.908967,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,7,8
2003,iterative_w035,primary_policy,8,mp-1028698,WSe2,1.301992,0.213053,1.1997000000000002,0.102292,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,8,8
2003,iterative_w015,diagnostic_ablation_only,1,mp-1023935,MoTe2,1.756934,0.279346,1.07,0.686934,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,1,8
2003,iterative_w015,diagnostic_ablation_only,2,mp-1023937,WS2,1.401527,0.105477,1.8091,0.407573,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,2,8
2003,iterative_w015,diagnostic_ablation_only,3,mp-1023934,MoSe2,1.570566,0.234594,1.4311,0.139466,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,3,8
2003,iterative_w015,diagnostic_ablation_only,4,mp-1023925,WS2,1.50888,0.195267,1.697,0.18812,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,4,8
2003,iterative_w015,diagnostic_ablation_only,5,mp-1023933,WSe2,1.49,0.247409,1.5234,0.0334,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,5,8
2003,iterative_w015,diagnostic_ablation_only,6,mp-1023940,MoSe2,1.52434,0.092793,1.4242,0.10014,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,6,8
2003,iterative_w015,diagnostic_ablation_only,7,mp-1023936,WSe2,1.440869,0.10276,1.5378,0.096931,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,7,8
2003,iterative_w015,diagnostic_ablation_only,8,mp-1025571,WS2,1.437086,0.060248,1.6345,0.197414,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,8,8
2003,pure_uncertainty,diagnostic_ablation_only,1,mp-1023935,MoTe2,1.756934,0.279346,1.07,0.686934,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,1,8
2003,pure_uncertainty,diagnostic_ablation_only,2,mp-1821,WSe2,0.496298,0.32965,1.4468000000000005,0.950502,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,2,8
2003,pure_uncertainty,diagnostic_ablation_only,3,mp-7459,MoTe2,0.964279,0.404172,0.0,0.964279,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,3,8
2003,pure_uncertainty,diagnostic_ablation_only,4,mp-9813,WS2,1.295126,0.308398,1.5593000000000004,0.264174,True,D2,target score plus normalized uncertainty; w=1.0; retrained after feedback,4,8
2003,pure_uncertainty,diagnostic_ablation_only,5,mp-602,MoTe2,1.318385,0.283558,0.9651000000000005,0.353285,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,5,8
2003,pure_uncertainty,diagnostic_ablation_only,6,mp-1030319,MoTe2,1.138722,0.252609,0.5861999999999998,0.552522,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,6,8
2003,pure_uncertainty,diagnostic_ablation_only,7,mp-1028698,WSe2,1.039707,0.280279,1.1997000000000002,0.159993,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,7,8
2003,pure_uncertainty,diagnostic_ablation_only,8,mp-1027692,MoSe2,1.176631,0.16534,1.1384,0.038231,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,8,8
2004,random,required_baseline,1,mp-1634,MoSe2,1.325528,0.082121,1.4176000000000002,0.092072,False,D0,uniform random from the fixed validation pool,1,8
2004,random,required_baseline,2,mp-1023937,WS2,1.567447,0.183594,1.8091,0.241653,True,D2,uniform random from the fixed validation pool,2,8
2004,random,required_baseline,3,mp-1025572,WSe2,1.607273,0.189591,1.2288999999999999,0.378373,False,D0,uniform random from the fixed validation pool,3,8
2004,random,required_baseline,4,mp-1028441,WS2,1.325405,0.163631,1.6559000000000001,0.330495,True,D2,uniform random from the fixed validation pool,4,8
2004,random,required_baseline,5,mp-1023925,WS2,1.562153,0.105841,1.697,0.134847,True,D2,uniform random from the fixed validation pool,5,8
2004,random,required_baseline,6,mp-1027692,MoSe2,1.5439,0.101755,1.1384,0.4055,False,D0,uniform random from the fixed validation pool,6,8
2004,random,required_baseline,7,mp-1025576,MoTe2,1.481027,0.074526,0.6230000000000002,0.858027,False,D0,uniform random from the fixed validation pool,7,8
2004,random,required_baseline,8,mp-1028698,WSe2,1.090191,0.225421,1.1997000000000002,0.109509,False,D0,uniform random from the fixed validation pool,8,8
2004,static_topn,required_baseline,1,mp-1023940,MoSe2,1.546474,0.096131,1.4242,0.122274,False,D0,highest target score from the frozen development-only model,1,8
2004,static_topn,required_baseline,2,mp-1023938,MoTe2,1.570024,0.133094,1.0496999999999999,0.520324,False,D0,highest target score from the frozen development-only model,2,8
2004,static_topn,required_baseline,3,mp-1023937,WS2,1.699782,0.210741,1.8091,0.109318,True,D2,highest target score from the frozen development-only model,3,8
2004,static_topn,required_baseline,4,mp-1023936,WSe2,1.670421,0.206705,1.5378,0.132621,True,D2,highest target score from the frozen development-only model,4,8
2004,static_topn,required_baseline,5,mp-1023935,MoTe2,1.756934,0.279346,1.07,0.686934,False,D0,highest target score from the frozen development-only model,5,8
2004,static_topn,required_baseline,6,mp-1023934,MoSe2,1.746653,0.250305,1.4311,0.315553,False,D0,highest target score from the frozen development-only model,6,8
2004,static_topn,required_baseline,7,mp-1023925,WS2,1.535668,0.080526,1.697,0.161332,True,D2,highest target score from the frozen development-only model,7,8
2004,static_topn,required_baseline,8,mp-1023933,WSe2,1.499174,0.086703,1.5234,0.024226,True,D2,highest target score from the frozen development-only model,8,8
2004,iterative_w035,primary_policy,1,mp-1821,WSe2,1.218405,0.136406,1.4468000000000005,0.228395,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,1,8
2004,iterative_w035,primary_policy,2,mp-1023935,MoTe2,1.594898,0.269353,1.07,0.524898,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,2,8
2004,iterative_w035,primary_policy,3,mp-224,WS2,1.181659,0.436867,1.5656999999999996,0.384041,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,3,8
2004,iterative_w035,primary_policy,4,mp-1025572,WSe2,1.425365,0.260002,1.2288999999999999,0.196465,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,4,8
2004,iterative_w035,primary_policy,5,mp-7459,MoTe2,1.092178,0.351342,0.0,1.092178,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,5,8
2004,iterative_w035,primary_policy,6,mp-1023934,MoSe2,1.116535,0.504014,1.4311,0.314565,False,D0,target score plus normalized uncertainty; w=0.35; retrained after feedback,6,8
2004,iterative_w035,primary_policy,7,mp-9813,WS2,1.464572,0.177404,1.5593000000000004,0.094728,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,7,8
2004,iterative_w035,primary_policy,8,mp-1023937,WS2,1.473424,0.163474,1.8091,0.335676,True,D2,target score plus normalized uncertainty; w=0.35; retrained after feedback,8,8
2004,iterative_w015,diagnostic_ablation_only,1,mp-1023935,MoTe2,1.648929,0.064205,1.07,0.578929,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,1,8
2004,iterative_w015,diagnostic_ablation_only,2,mp-1023934,MoSe2,1.431543,0.166473,1.4311,0.000443,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,2,8
2004,iterative_w015,diagnostic_ablation_only,3,mp-1023937,WS2,1.40068,0.037758,1.8091,0.40842,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,3,8
2004,iterative_w015,diagnostic_ablation_only,4,mp-1023925,WS2,1.512039,0.263151,1.697,0.184961,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,4,8
2004,iterative_w015,diagnostic_ablation_only,5,mp-1023933,WSe2,1.516744,0.222174,1.5234,0.006656,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,5,8
2004,iterative_w015,diagnostic_ablation_only,6,mp-1023936,WSe2,1.535836,0.149487,1.5378,0.001964,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,6,8
2004,iterative_w015,diagnostic_ablation_only,7,mp-1025571,WS2,1.498571,0.028608,1.6345,0.135929,True,D2,target score plus normalized uncertainty; w=0.15; retrained after feedback,7,8
2004,iterative_w015,diagnostic_ablation_only,8,mp-1025572,WSe2,1.475189,0.133545,1.2288999999999999,0.246289,False,D0,target score plus normalized uncertainty; w=0.15; retrained after feedback,8,8
2004,pure_uncertainty,diagnostic_ablation_only,1,mp-1821,WSe2,1.218405,0.136406,1.4468000000000005,0.228395,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,1,8
2004,pure_uncertainty,diagnostic_ablation_only,2,mp-1023935,MoTe2,1.594898,0.269353,1.07,0.524898,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,2,8
2004,pure_uncertainty,diagnostic_ablation_only,3,mp-602,MoTe2,1.100925,0.448311,0.9651000000000005,0.135825,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,3,8
2004,pure_uncertainty,diagnostic_ablation_only,4,mp-1028698,WSe2,1.087026,0.347476,1.1997000000000002,0.112674,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,4,8
2004,pure_uncertainty,diagnostic_ablation_only,5,mp-7459,MoTe2,0.721701,0.244347,0.0,0.721701,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,5,8
2004,pure_uncertainty,diagnostic_ablation_only,6,mp-1023934,MoSe2,1.047742,0.574223,1.4311,0.383358,False,D0,target score plus normalized uncertainty; w=1.0; retrained after feedback,6,8
2004,pure_uncertainty,diagnostic_ablation_only,7,mp-9813,WS2,1.279965,0.127486,1.5593000000000004,0.279335,True,D2,target score plus normalized uncertainty; w=1.0; retrained after feedback,7,8
2004,pure_uncertainty,diagnostic_ablation_only,8,mp-224,WS2,1.348519,0.118748,1.5656999999999996,0.217181,True,D2,target score plus normalized uncertainty; w=1.0; retrained after feedback,8,8
2005,random,required_baseline,1,mp-1018807,MoSe2,1.330493,0.078052,1.2543999999999995,0.076093,False,D0,uniform random from the fixed validation pool,1,8
2005,random,required_baseline,2,mp-1634,MoSe2,1.238129,0.013941,1.4176000000000002,0.179471,False,D0,uniform random from the fixed validation pool,2,8
2005,random,required_baseline,3,mp-1023935,MoTe2,1.739364,0.118515,1.07,0.669364,False,D0,uniform random from the fixed validation pool,3,8
2005,random,required_baseline,4,mp-1025799,MoSe2,1.362458,0.123038,1.1603,0.202158,False,D0,uniform random from the fixed validation pool,4,8
2005,random,required_baseline,5,mp-1023938,MoTe2,1.281309,0.134304,1.0496999999999999,0.231609,False,D0,uniform random from the fixed validation pool,5,8
2005,random,required_baseline,6,mp-1023936,WSe2,1.305921,0.197824,1.5378,0.231879,True,D2,uniform random from the fixed validation pool,6,8
